Url,Company,Description
https://www.rocketpunch.com//companies/shareround#funded,셰어라운드,"가장 쉽게 빌리는 방법, 셰어라운드(대여 예약 플랫폼)"
https://www.rocketpunch.com//companies/dreamfora#funded,드림포라,빅데이터 기반 온라인 목표 관리 플랫폼; 실제 달성 계획을 알려주는 진짜 목표 앱
https://www.rocketpunch.com//companies/enterphin#funded,엔터핀,skiiiD - For Hardware Developers
https://www.rocketpunch.com//companies/neubility#funded,뉴빌리티,모빌리티 Safety를 위한 HMI를 연구개발하는 기업입니다.
https://www.rocketpunch.com//companies/choreofactory#funded,안무공장,"안무, 세상에 노래를 알리다"
https://www.rocketpunch.com//companies/hyperhire#funded,하이퍼하이어,지인 추천 기반의 인도 경력직 헤드헌팅 플랫폼 Jobket을 운영하는 Hyperhire입니다.
https://www.rocketpunch.com//companies/tripstore#funded,트립스토어,"복잡한 해외여행, 패키지로 심플하게."
https://www.rocketpunch.com//companies/banggood#funded,굿네트워크,"부동산 B2BC 서비스 ""방굿""을 개발 및 운영하고 있습니다."
https://www.rocketpunch.com//companies/weonseutebmoeo#funded,(주)케어닥,Care it foward ! 케어닥 !
https://www.rocketpunch.com//companies/codeforbeauty#funded,코드포뷰티,신개념 맞춤형 화장품
https://www.rocketpunch.com//companies/jusighoesamaindeudijeoteu#funded,(주)마인드디저트,"""향기브랜드 멈칫"" 외 제품 브랜딩/기획/디자인 스타트업"
https://www.rocketpunch.com//companies/203labs#funded,203labs,영유아·아동 대상 액티비티 O2O플랫폼 서비스
https://www.rocketpunch.com//companies/nextus#funded,넥스트어스,VR 멘탈케어 콘텐츠 및 시스템 개발
https://www.rocketpunch.com//companies/finset#funded,한국금융솔루션,금융의 특권을 누리다 맞춤 자산관리 및 상품 추천 서비스
https://www.rocketpunch.com//companies/ju-reijiweokeoseu#funded,(주)레이지워커스,업무 공간 공유 O2O 플랫폼
https://www.rocketpunch.com//companies/voithru#funded,보이스루,언어와 소리의 장벽을 넘어서
https://www.rocketpunch.com//companies/voronoi#funded,보로노이,
https://www.rocketpunch.com//companies/garaktool#funded,가락툴,가장 쉬운 클라우드 전자장부 -가락툴
https://www.rocketpunch.com//companies/well-buy#funded,웰바이,포장 음식을 미리 주문해 바로 가져가는 '음식점들을 위한 사이렌오더'
https://www.rocketpunch.com//companies/azeta#funded,AZeta,안녕하세요? 주식회사 아제타(AZeta)입니다
https://www.rocketpunch.com//companies/riko-reco#funded,리코(RECO),리코는 폐쇄적인 폐기물 시장을 투명하고 효율적으로 혁신하기 위해 설립된 스타트업입니다.
https://www.rocketpunch.com//companies/inegteu#funded,이넥트,급성장하고 있는 마케팅 스타트업
https://www.rocketpunch.com//companies/quantec#funded,콴텍,"""당신의 건강한 자산관리"""
https://www.rocketpunch.com//companies/spotu#funded,스포투,Performance Tracking Solution
https://www.rocketpunch.com//companies/wisefashion#funded,(주)와이즈패션,"데이터, 기술, 사람 중심의 Fashion Market Intelligence 서비스"
https://www.rocketpunch.com//companies/ctilab#funded,씨티아이랩,세계 최초 인공지능 기반 차세대 통합보안관제 플랫폼
https://www.rocketpunch.com//companies/pionchain-2#funded,파이온애드,Tech-Leading Company Builder
https://www.rocketpunch.com//companies/h-energy-inc#funded,(주) 에이치에너지,"인공지능 기반의 태양광 프로슈머, ESS공유자원 결합한 가상발전(전력중개) 서비스"
https://www.rocketpunch.com//companies/iamground#funded,아이엠그라운드,안녕하세요 '아이엠그라운드 x 로꼬풋살'입니다. 생활 체육 풋살 문화를 만들어나가려고 합니다
https://www.rocketpunch.com//companies/spaceaddco#funded,스페이스애드,"""공간에 가치를 더하다."""
https://www.rocketpunch.com//companies/zoyi#funded,조이코퍼레이션,온라인 홈페이지/앱 방문객 상담 메신저 '채널톡'과 오프라인 매장 방문객 분석 서비스 '워크인사이트'의 개발사
https://www.rocketpunch.com//companies/asiana-airlines#funded,아시아나항공,금호아시아나그룹의 계열사로 국내외 항공운송을 전문으로 하는 운송업체
https://www.rocketpunch.com//companies/ju-jjeogkeompeoni#funded,쩍컴퍼니(아이엠그라운드),아이엠그라운드 x 로꼬풋살을 운영 중입니다. 생활체육 풋살 문화를 만들어나가고 있습니다.
https://www.rocketpunch.com//companies/wemeetplace#funded,위밋플레이스,국내최초 약속 플랫폼. 2019 주목받는 스타트업.
https://www.rocketpunch.com//companies/ju-dalrija#funded,(주)달리자,"신개념 O2O서비스, 마이버틀러 모든 심부름 20분내 완료"
https://www.rocketpunch.com//companies/styleseller#funded,(주)스타일셀러,소비자가 판매자가 되는 큐레이션 기반의 넥스트 커머스
https://www.rocketpunch.com//companies/sdfoodholdings#funded,SD푸드홀딩스,"SD푸드는 건물 일부를 통째로 임대한 후 재임대하는 마스터리스 방식으로 외식업 공간 플랫폼을 조성하여 위탁 운영하는 ‘셀렉트 다이닝’을 사업 아이템으로 합니다. 브랜드 소싱, 수익모델 발굴 등 핵심역량 전반에 걸친 강점 확보하고 있고, 새로운 공간 기획을 하는 회사입니다."
https://www.rocketpunch.com//companies/icecreative#funded,아이스크리에이티브,뷰티/패션 인플루언서 마케팅 & 매니지먼트
https://www.rocketpunch.com//companies/eltmzh#funded,디스코,"부동산 투자의 시작, 디스코"
https://www.rocketpunch.com//companies/dealicious#funded,딜리셔스,"대한민국 No 1. 패션 B2B 커머스 플랫폼 ""신상마켓""을 운영중인 딜리셔스입니다."
https://www.rocketpunch.com//companies/studiobear#funded,(주)크래프토리,"창작자! 1,000명의 골수팬을 모아 홀로서기 하라! 창작자들을 위한 서비스를 만들어 갑니다. 앱다운로드(http://bitly.kr/ENQU), 웹서비스(https://craftory.me)"
https://www.rocketpunch.com//companies/theqoos#funded,더쿠스,K-Pop 미디어 서비스
https://www.rocketpunch.com//companies/pilab#funded,파이랩,Blockchain Platform
https://www.rocketpunch.com//companies/waug#funded,와그트래블,글로벌 여행 액티비티 예약 플랫폼
https://www.rocketpunch.com//companies/colavoground#funded,콜라보그라운드,뷰티테크 모바일CRM으로 글로벌 시장에 도전하는 스타트업
https://www.rocketpunch.com//companies/marketboro#funded,마켓보로,B2B 식자재 유통 플랫폼
https://www.rocketpunch.com//companies/mistersgarage#funded,(주)미스터즈가라지,"중고차 가격 비교 서비스, 미스터딜러입니다."
https://www.rocketpunch.com//companies/redrocket#funded,레드로켓,ROCKET YOUR ASSET
https://www.rocketpunch.com//companies/clobot#funded,클로봇,Need an Application for Service Robot? AI and Robotics for everything.!
https://www.rocketpunch.com//companies/nicebusinessplatformcoltd#funded,NICE비즈니스플랫폼 주식회사,
https://www.rocketpunch.com//companies/upennsolution#funded,유펜솔루션,클라우드 컴퓨팅을 활용한 인공지능 웹 크롤러를 개발하는 스타트업입니다.
https://www.rocketpunch.com//companies/class101#funded,클래스101,Class101 : 모두가 사랑하는 일을 하면서 살 수 있도록
https://www.rocketpunch.com//companies/fabrictime#funded,패브릭타임,동대문원단을 DB화하여 전세계 패션 브랜드에게 판매하는 온라인 원단 판매 플랫폼 <Swatch On>
https://www.rocketpunch.com//companies/carvazo#funded,카바조,정비사 출장점검 서비스
https://www.rocketpunch.com//companies/floud#funded,floud,사회적문제를 패션으로 디자인하는 브랜드
https://www.rocketpunch.com//companies/blievepartners#funded,잇더컴퍼니,"육아에 지친 엄마, 아빠를 위한 육아 먹거리스트레스 해결사 ""맘마레시피"" 운영"
https://www.rocketpunch.com//companies/hdjunction#funded,에이치디정션,"Human-Data Junction, 의료데이터 스타트업 입니다."
https://www.rocketpunch.com//companies/nicebusinessplatform#funded,NICE비즈니스플랫폼,핀테크기반 기업 비즈니스 플랫폼
https://www.rocketpunch.com//companies/empoapp#funded,앰포,앰포 WiFi 모바일 데이터 거래 서비스
https://www.rocketpunch.com//companies/ingstory#funded,아이엔지스토리,"아이엔지스토리(ing-story)는 진학, 취업, 창업의 이야기(story)를 현재진행형(ing)으로 풀어나갈 수 있는 가치있는 공간을 제공합니다."
https://www.rocketpunch.com//companies/onitkorea#funded,온잇코리아,"짐 옮길 때 간편 트럭호출 서비스, 트럭링스(Trucklinx)"
https://www.rocketpunch.com//companies/madrascheck#funded,마드라스체크(주),"쉬운 협업툴, 플로우"
https://www.rocketpunch.com//companies/kidu#funded,키두,유아 UX 전문 디자인 회사입니다.
https://www.rocketpunch.com//companies/roovook#funded,루북,Simple Venue Hire : 모든 행사의 시작
https://www.rocketpunch.com//companies/geimedyu-akademi#funded,주식회사 게임에듀,E-스포츠 온라인 교육 사업
https://www.rocketpunch.com//companies/catgloo#funded,캣글루,고양이 전용 자동 배설물 처리 제품 개발
https://www.rocketpunch.com//companies/codebrick#funded,코드브릭,동남아시아 소셜커머스 플랫폼 '토코톡' 운영사
https://www.rocketpunch.com//companies/reonciraeb#funded,런치랩,찾아가는 구내식당
https://www.rocketpunch.com//companies/apateuneo#funded,아파트너,"스마트한 아파트 생활의 시작, 아파트너(APTNER)와 함께하는 아파트 생활필수 앱"
https://www.rocketpunch.com//companies/yallafactory#funded,얄라팩토리,음악 코드(chord) 분석 어플리케이션 및 임베디드 개발 회사
https://www.rocketpunch.com//companies/banlife#funded,반려생활,반려동물 포털앱
https://www.rocketpunch.com//companies/goldeuraebis-ju-2#funded,골드래빗(주),그냥 즐기세요! 그러면 자연스럽게 알게 됩니다!
https://www.rocketpunch.com//companies/artrang#funded,아트랑,특허경매방식을 활용한 신진작가 미술작품(디지털판화) 판매서비스
https://www.rocketpunch.com//companies/aweoraeb#funded,아워랩,코골이/수면무호흡증 치료를 위한 의료기기 개발 업체입니다.
https://www.rocketpunch.com//companies/wizschool#funded,위즈스쿨,소프트웨어 교육을 엣지 있게 혁신하는 에듀테크 기업
https://www.rocketpunch.com//companies/tourlive#funded,투어라이브,이어폰 속 진짜 여행
https://www.rocketpunch.com//companies/korea7st#funded,(주)코리아세븐스트리트,의미있고 유용한 플랫폼을 만드는 사람들
https://www.rocketpunch.com//companies/meatfriends#funded,미트프렌즈,고기를 좋아하는 당신은 이미 미트프렌즈 입니다.
https://www.rocketpunch.com//companies/jeongyookgak#funded,정육각,신선식품 생산/판매(D2C) 서비스
https://www.rocketpunch.com//companies/swichee#funded,스위치,인스타그램 다음은 우리
https://www.rocketpunch.com//companies/deepnatural-inc#funded,딥네츄럴,사람의 지식을 인공지능에게 전달합니다 👫
https://www.rocketpunch.com//companies/modusign#funded,모두싸인,간편 전자 계약 서비스 모두싸인(modusign.co.kr) 개발 및 운영
https://www.rocketpunch.com//companies/triple-2#funded,트리플,
https://www.rocketpunch.com//companies/jenergy#funded,제이에너지,"수상태양광발전 전문기업, 태양광설치 운영 O&M"
https://www.rocketpunch.com//companies/drdiary#funded,닥터다이어리,만성질환관리 모바일 솔루션
https://www.rocketpunch.com//companies/tourbell#funded,리브햇,최단기 TIPS 선정기업! POSCO투자기업! 국내 여행시장의 변화를 준비하고 있습니다.
https://www.rocketpunch.com//companies/hwaiteukyubeu#funded,화이트큐브,"화이트큐브는 2018년 8월 설립한 회사로, 모두가 자신이 원하는 모습으로 나아갈 수 있도록 도와, 더 나은 세상을 만든다는 비전을 가지고 있습니다. 이러한 비전 하에 도전가들이 성장할 수 있는 최적의 환경을 제공하기 위해 노력하고 있으며, 그 일환으로 목표를 달성하게 해주는 확실한 방법인 '챌린저스'를 첫 번째 서비스로 2018년 11월에 출시하였습니다.  챌린저스는 출시 후 4개월만에 누적 가입자 9만명, 누적 신청건수 8만건, 누적 신청금액 33억 (2019.03.26 기준) 을 넘는 등 짧은 기간 동안 높은 성장세를 기록하고 있으며, 현재 꾸준히 가입자 및 챌린지 신청이 늘어나고 있습니다.   4개월이라는 짧은 서비스 운영 기간에도 불구하고, 최근 한국 최고의 투자사 알토스벤처스 (쿠팡, 블루홀, 배달의민족, 토스 등 투자)로부터 팀웍과 가능성을 인정받아 투자를 유치하였습니다."
https://www.rocketpunch.com//companies/bigpearl#funded,빅펄,We Transfrom Creativity to Value. 유튜브 인플루언서 인공지능 마케팅 플랫폼
https://www.rocketpunch.com//companies/h-robotics#funded,에이치로보틱스,홈 재활치료기기 및 서비스
https://www.rocketpunch.com//companies/ecubelabs#funded,이큐브랩,"태양광 압축 쓰레기통과 폐기물, 차량 관제 솔루션을 개발하고 있습니다."
https://www.rocketpunch.com//companies/superrocket#funded,슈퍼로켓,Better Together 를 슬로건으로 지역의 아고라를 목표로 하는 코워킹스페이스 로켓티어를 운영하고 있는 로켓티어팀과 글로벌 CMS 인 워드프레스를 기반으로 하는 플러그인과 테마 개발 및 웹사이트 제작을 담당하는 크리에이티브팀으로 구성되어 있습니다.
https://www.rocketpunch.com//companies/ju-aimaseu#funded,(주) 아이마스,"IMAS는 Intergrated Mobility-Data Access Solution의 약자로 통합적인 모빌리티 데이터로의 연결을 지향한다는 뜻을 가지고 있습니다. 모빌리티 서비스 산업내 다양한 참여자들의 목적과 필요에 따른 차량 데이터를 수집하여 다양한 서비스(솔루션)를 제공하고자 합니다. 현재 우리는 차량용 IoT 디바이스와 이를 연계한 커넥티드카 플랫폼 ""카봄"" 서비스를 다양한 모빌리티 서비스 기업(카쉐어링, 라이드헤일링, 렌터카 등)에 제공하고 있으며, 발생하는 모빌리티 데이터를 바탕으로 모빌리티 서비스 기업들에 동산담보 금융 서비스를 기획하고 있습니다."
https://www.rocketpunch.com//companies/plating#funded,플레이팅,셰프의 찾아가는 구내식당
https://www.rocketpunch.com//companies/featuring#funded,피처링,인플루언서들의 진짜 영향력을 확인하세요!
https://www.rocketpunch.com//companies/bitbyte#funded,비트바이트,"모바일 키보드앱 개발 기업 - 플레이키보드, 바른말 키패드"
https://www.rocketpunch.com//companies/peulraing#funded,플라잉,매니지드 마이크로 모빌리티 서비스
https://www.rocketpunch.com//companies/chajazoo#funded,올핀,펫서비스 사업자를 위한 AI 펫푸드 뉴트리션 큐레이션 서비스
https://www.rocketpunch.com//companies/nodeugeimjeu#funded,노드게임즈,노드게임즈는 탈중앙화된 새로운 경제구조를 만들고자 하는 블록체인 게임 스타트업입니다.
https://www.rocketpunch.com//companies/inbenia#funded,삼성,
https://www.rocketpunch.com//companies/lalasweet#funded,라라스윗,우리는 아이스크림으로 사람들의 삶을 달콤하게 만드는 일을 합니다
https://www.rocketpunch.com//companies/thewavecompany#funded,더웨이브컴퍼니,"TWC, Inc"
https://www.rocketpunch.com//companies/beulrogbeoseukeo#funded,플링고,크리에이터 기반 외국어 콘텐츠 플랫폼 PLINGO를 서비스 합니다.
https://www.rocketpunch.com//companies/ju-aebpon#funded,(주)앱폰,해외여행 중 로밍(roaming)이나 심카드(SIM card) 교체없이 데이터 및 통신을 할 수 있는 글로벌 비즈니스
https://www.rocketpunch.com//companies/afi#funded,에이에프아이,개발이 필요없는 게임서버 - 뒤끝(thebackend.io)
https://www.rocketpunch.com//companies/2haelifestyle#funded,(주)이해라이프스타일,
https://www.rocketpunch.com//companies/ateuwapeulraespom#funded,아트와플랫폼,"글로벌 ART 플랫폼  ""START net""  지금의 미술시장을 새롭게 혁신 하다."
https://www.rocketpunch.com//companies/byandus#funded,바이앤어스,좋은의사를 소개하는 '찾았닥'을 만듭니다
https://www.rocketpunch.com//companies/cammsys#funded,캠시스,휴대전화 카메라용 모듈 등을 판매하는 정보기술(IT) 업체
https://www.rocketpunch.com//companies/sseurisekeonjeu-3secondz#funded,쓰리세컨즈 - 3secondz,자율주행 레이싱카가 사람을 뛰어넘는 그 날까지
https://www.rocketpunch.com//companies/urbanplay#funded,어반플레이,콘텐츠 중심의 동네 라이프스타일 서비스 구축을 통해 지속가능한 도시를 실현합니다.
https://www.rocketpunch.com//companies/realityreflection#funded,리얼리티리플렉션,블록체인 게임을 만듭니다.
https://www.rocketpunch.com//companies/setag#funded,세탁,핸드폰으로 간편하게 이용하는 세탁 서비스
https://www.rocketpunch.com//companies/delio#funded,델리오,델리오는 가치를 만들어 가는 글로벌 블록체인 전문 기업입니다
https://www.rocketpunch.com//companies/gmholdings#funded,셀라피,Real Derma Cellapy
https://www.rocketpunch.com//companies/welgram#funded,웰그램,보험 IT 분야에서 최고의 혁신을 추구하고 있습니다
https://www.rocketpunch.com//companies/adrockadvertainment#funded,(주)애드락애드버테인먼트,TIPS 선정기업! POSCO투자기업! 운전면허 시험을 넘어 모빌리티 유저 엔트리 비즈니스를 선도합니다.
https://www.rocketpunch.com//companies/cryptoquant#funded,크립토퀀트,"기관 투자자를 위한 머신러닝 기반의 블록체인 마켓, 온체인 데이터 제공"
https://www.rocketpunch.com//companies/postype#funded,포스타입,팬들의 후원과 지지를 기반으로 작가의 지속적인 창작 활동을 돕는 플랫폼
https://www.rocketpunch.com//companies/tips#funded,TIPS 프로그램,Tech Incubator Program for Startup
https://www.rocketpunch.com//companies/doomoolmori#funded,두물머리,중산층을 위한 자산관리의 혁명
https://www.rocketpunch.com//companies/zikooincompany#funded,지구인컴퍼니,못생긴 농산물로 만든 건강 간편식 유통 사업
https://www.rocketpunch.com//companies/drkitchen#funded,닥터키친,"'당뇨환자도 맛있게 먹을 권리가 있다'는 비전 아래, 당뇨 환자를 위한 식이요법을 연구하고 또 제공하고 있는 식이요법 연구기업입니다."
https://www.rocketpunch.com//companies/bedradio#funded,베드라디오,"게스트하우스는 불편하고, 호텔은 재미없을 땐? 호스텔 BED RADIO!"
https://www.rocketpunch.com//companies/taggers#funded,태거스,커머스를 위한 데이터 기반 퍼포먼스 마케팅 자동화 솔루션을 만드는 애드테크 스타트업입니다.
https://www.rocketpunch.com//companies/rocketbc#funded,RocketBC,Blockchain venture builder / startup studio focusing on rapid development of products.
https://www.rocketpunch.com//companies/ilsamgongti#funded,일삼공티,글로발 시장으로 진출하는 완구형 교구개발 회사입니다. 한국 시장을 넘어서서 세계를 바라보는 많은 분들의 관심을 부탁드립니다. (www.the130t.com)
https://www.rocketpunch.com//companies/sendbird#funded,센드버드,모바일 앱 및 웹사이트를 위한 Chat API & SDK
https://www.rocketpunch.com//companies/efilcoltd#funded,에필,"AI, 빅데이터 기반 O2O서비스"
https://www.rocketpunch.com//companies/thefounders#funded,더파운더즈,더파운더즈와 함께 파운더처럼 성장할 인재를 찾습니다
https://www.rocketpunch.com//companies/teurebeulmeondei#funded,트래블먼데이,전세계 여행자들의 여행꿀팁 공유 커뮤니티.  크로스보더에 열려있는 Z세대들의 여행 및 전세계 좋은 것들의 콘텐츠를 자신의 눈 높이에서 건전하게 소비하는 공간
https://www.rocketpunch.com//companies/snatcherai#funded,(주)카르타,건설용 드론 데이터 분석 플랫폼
https://www.rocketpunch.com//companies/onnuridmc#funded,온누리디엠씨,"프로그래머틱 광고 전문가 집단, 애드테크(Ad Tech) 스타트업 온누리DMC 입니다."
https://www.rocketpunch.com//companies/beulruseupeurinteu#funded,블루스프린트,건축사를 위한 쉽고 빠른 대지조사 서비스
https://www.rocketpunch.com//companies/howtomarry#funded,웨딩북,처음하는 결혼준비를 데이터로 돕는 웨딩 플랫폼
https://www.rocketpunch.com//companies/publy#funded,퍼블리,"PUBLY는 기술을 통해 콘텐츠 시장을 혁신하여, 새로운 시대에 필요한 지식 생태계를 만들기 위한 유료 콘텐츠 플랫폼입니다."
https://www.rocketpunch.com//companies/jusighoesa-eosseomepeuenssi#funded,어썸에프엔씨,운동화처럼 편한 구두 - 쓰담슈즈
https://www.rocketpunch.com//companies/sechawang#funded,세차왕,"믿고 부르는 간편하고 꼼꼼한 출장세차 예약, 그리고 세차장 검색"
https://www.rocketpunch.com//companies/kareuta#funded,카르타,건설용 드론 데이터 플랫폼
https://www.rocketpunch.com//companies/cashfiinc#funded,캐시파이,"캐시파이(CashFi)는 모바일 데이터 사용량 기반의 글로벌 리워드 앱, 다코타(Dacota)를 서비스하는 스타트업 입니다."
https://www.rocketpunch.com//companies/seutaseutekeu#funded,스타스테크,불가사리 추출성분을 활용한 친환경 제설제
https://www.rocketpunch.com//companies/jusighoesa-higseu#funded,주식회사 힉스,3D 프린팅 솔루션을 개발하는 스타트업
https://www.rocketpunch.com//companies/fleapop#funded,(주)플리팝,10대 후반부터 20대 초반 여성 고객층을 겨냥한 웹 서비스를 제공하는 회사입니다.
https://www.rocketpunch.com//companies/korea-cement#funded,고려시멘트,2008년 유진기업에 흡수 합병된 시멘트 제조업체
https://www.rocketpunch.com//companies/opeuneob#funded,오픈업,"빅데이터를 기반으로 시장/상권 분석을 전문으로 하는 데이터 사이언스 스타트업, 오픈업입니다."
https://www.rocketpunch.com//companies/innograms#funded,(주)이노그램즈,중남미의 모바일 잠금화면 서비스 운영. 캐시워크(주)의 파트너사
https://www.rocketpunch.com//companies/cosmepolitan#funded,코스메폴리탄,
https://www.rocketpunch.com//companies/oracle#funded,오라클,소프트웨어 및 하드웨어를 개발하는 미국 회사
https://www.rocketpunch.com//companies/sap#funded,SAP,Get software and technology solutions from SAP
https://www.rocketpunch.com//companies/aueo-auur#funded,아우어(AUUR),"인도, 일본에서 비디오커머스 사업을 하고 있습니다."
https://www.rocketpunch.com//companies/socialradiocompany#funded,소셜라디오컴퍼니,Z세대를 위한 새로운 라이브 인터랙티브 오디오 플랫폼 Tin Can 개발사!
https://www.rocketpunch.com//companies/sixgram#funded,육그램,미트퀵배송하는 정육스타트업
https://www.rocketpunch.com//companies/projecth#funded,프로젝트에이치,도시인과 반려동물이 건강하게 공존할 수 있는 문화를 만드는 청년소셜벤처 멍랩입니다.
https://www.rocketpunch.com//companies/stayes#funded,스테이즈,외국인 대상 주거 공간 임대차 플랫폼 www.stayes.com
https://www.rocketpunch.com//companies/grandmachan#funded,주식회사 그랜마찬,'간편하게 고민없이 내 점심을 챙겨주는' 직장인을 위한 사내식 플랫폼 '그랜마찬 오피스'를 만들고 있습니다.
https://www.rocketpunch.com//companies/perpack#funded,퍼팩,"Perfection in packaging, Perpack."
https://www.rocketpunch.com//companies/mobilio#funded,모빌리오,스마트팩토리 솔루션
https://www.rocketpunch.com//companies/infofla#funded,인포플라,인공지능 RPA 솔루션 개발 및 디지털 아카이브 SaaS 개발
https://www.rocketpunch.com//companies/brightonix-imaging-inc#funded,Brightonix Imaging Inc.,의료용 분자영상장비 개발/제조/판매
https://www.rocketpunch.com//companies/marketdesigners#funded,마켓디자이너스,"매칭마켓 컴퍼니빌더 - 위매치다이사, 위매치머니, 튜터링"
https://www.rocketpunch.com//companies/ssaieonseuta#funded,싸이언스타,여행하며 일할 수 있기를 꿈꿉니다. 해줄 수 있는 것은 많지 않으나 얻어갈 수 있는 것이 많은 곳이 되길 바랍니다.
https://www.rocketpunch.com//companies/cenaclesoft#funded,주식회사 세나클소프트,헬스케어 소프트웨어 개발
https://www.rocketpunch.com//companies/sandboxnetwork#funded,샌드박스 네트워크,MCN 스타트업 (디지털 엔터테인먼트 회사)
https://www.rocketpunch.com//companies/arenne#funded,아렌네,vTunes 기반 프레임워크 솔루션 개발 전문 업체
https://www.rocketpunch.com//companies/femtobiomed#funded,(주)펨토바이오메드,판교에 자리한 독자적인 미세공학 기술과 계면 분석 기술을 가진 바이오벤처
https://www.rocketpunch.com//companies/2nddobae#funded,하우스텝,"No1. 인테리어 개별시공 전문 커머스, 인테리어 업을 개선합니다."
https://www.rocketpunch.com//companies/nowpick#funded,나우픽,24시 즉시 배달 온라인 편의점 나우픽을 운영하고 있습니다.
https://www.rocketpunch.com//companies/wishupon#funded,위시어폰,쇼핑 큐레이션 서비스를 지향하는 모바일 커머스 스타트업입니다.
https://www.rocketpunch.com//companies/ju-nupeikoria#funded,(주)누페이코리아,누페이코리아는 블록체인 기반 간편결제 서비스 기업 입니다.
https://www.rocketpunch.com//companies/ssdam#funded,쓰담,반려동물 방문형 장례 서비스 '쓰담별' 입니다
https://www.rocketpunch.com//companies/boozaappcompany#funded,(주)부자앱컴퍼니,빠르게 성장 중인 핀테크 기업입니다. #AI #빅데이터 #투자정보공유 플랫폼 #간편투자
https://www.rocketpunch.com//companies/ebeuriddingmol#funded,에브리띵몰,
https://www.rocketpunch.com//companies/arkfactory#funded,(주) 휴브리스,베이비시터 매칭 서비스 돌봄플러스를 운영하고 있는 회사입니다.
https://www.rocketpunch.com//companies/spacewalk#funded,스페이스워크,데이터와 기술에 기반한 토지개발
https://www.rocketpunch.com//companies/trazy#funded,트레이지,여행 산업 혁신을 꿈꾸는 능력자들의 천국
https://www.rocketpunch.com//companies/planetarium#funded,플라네타리움,Power Your Games with Freedom
https://www.rocketpunch.com//companies/ju-deodaesi#funded,(주)더대시,"대학생과 사회 초년생이 가진 교류, 공유, 취업 등의 문제를 차별화된 서비스 제공을 바탕으로 해결합니다."
https://www.rocketpunch.com//companies/stipop-1#funded,stipop,작가와 이용자를 연결하는 글로벌 이모티콘 플랫폼
https://www.rocketpunch.com//companies/ycons#funded,와이콘즈,"예약도 맛있게, 야미! 연세대학교 학식 예약 앱을 만들고 있습니다."
https://www.rocketpunch.com//companies/mrmention-1#funded,미스터멘션,중장기 숙박서비스 플랫폼 - 전 세계 한 달 살기
https://www.rocketpunch.com//companies/theplanteat#funded,더플랜잇,순식물성 대체식품 개발 푸드테크 스타트업
https://www.rocketpunch.com//companies/seumudi#funded,스무디,SMOOTHY : Z세대를 위한 그룹영상통화 & 영상메시지 서비스
https://www.rocketpunch.com//companies/myrealtrip#funded,마이리얼트립,No.1 자유여행 플랫폼
https://www.rocketpunch.com//companies/cyclops#funded,키클롭스,글로벌 서비스를 위한 모바일 플랫폼을 제작하는 스튜디오 입니다.
https://www.rocketpunch.com//companies/sleekcorp#funded,슬릭코퍼레이션,No.1 건강관리 서비스
https://www.rocketpunch.com//companies/deurimeiseu#funded,드림에이스,
https://www.rocketpunch.com//companies/wishmobile#funded,위시모바일,인도 모바일 콘텐츠 플랫폼 서비스
https://www.rocketpunch.com//companies/solrusyeon-1#funded,솔루션,
https://www.rocketpunch.com//companies/bravecompany#funded,용감한컴퍼니,Make People more Courageous by Edutech
https://www.rocketpunch.com//companies/sentbe#funded,센트비,핀테크 해외송금 서비스
https://www.rocketpunch.com//companies/massasia#funded,매스아시아,"버스, 지하철, 택시, 자전거 등 당신이 타고 싶은 모든 교통 수단을 연결하는 도시 지능형 교통 서비스를 만들고 있습니다."
https://www.rocketpunch.com//companies/hbsmith#funded,에이치비스미스,인공지능 QA 자동화 서비스 'HBsmith'
https://www.rocketpunch.com//companies/sixshop#funded,식스샵,"6분만에 만드는 멋진 쇼핑몰, 식스샵(sixshop.com)을 서비스하고 있습니다."
https://www.rocketpunch.com//companies/Qrate-Ziggam#funded,(주)큐레잇,국.내.최.초. 동영상 기반 구인구직 플랫폼 '직감' 개발사.
https://www.rocketpunch.com//companies/y-view#funded,와이뷰,"빅데이터기반 부동산 분석 및 판매 콘텐츠제작(VR,3D)"
https://www.rocketpunch.com//companies/itnjinc#funded,아이티엔제이,고객만족을 넘어 고객가치를 서비스 합니다.
https://www.rocketpunch.com//companies/quantrithm#funded,퀀트리즘,가상화폐 메타 거래소
https://www.rocketpunch.com//companies/n-a#funded,N/A,
https://www.rocketpunch.com//companies/mindai#funded,마인드 에이아이,블록체인 기반 인공지능 프로젝트
https://www.rocketpunch.com//companies/zipdoc#funded,집닥,인테리어 비교견적 중개 플랫폼
https://www.rocketpunch.com//companies/letinar#funded,레티널,증강현실 스마트글래스를 위한 광학계 개발 스타트업
https://www.rocketpunch.com//companies/glorang#funded,글로랑,글로벌 유학 플랫폼과 국제대학지원시스템을 지원
https://www.rocketpunch.com//companies/39degreesc#funded,삼십구도씨,영상 편집/스트리밍 테크 스타트업
https://www.rocketpunch.com//companies/ju-koneomakes#funded,코너마켓,유아동 브랜드 의류 리세일 서비스.
https://www.rocketpunch.com//companies/testworks#funded,테스트웍스,"소셜임팩트의 선구자, SW테스트 & AI서비스 제공의 테스트웍스"
https://www.rocketpunch.com//companies/jalnoneun#funded,잘노는,대학생 놀이시터 매칭 플랫폼 '놀담'을 운영하고 있는 놀이 베테랑 잘노는 입니다
